"car_park_no","address","x_coord","y_coord","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","combined_coords","converted_combined_coords","central"
"GE1E","BLK 109-110 ALJUNIED CRESCENT","33687.9721","33553.6719","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33553.6719 33687.9721","103.88442796153227 1.319721481525843","No"
"GE1F","BLK 107-108 ALJUNIED CRESCENT","33666.5701","33497.1087","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33497.1087 33666.5701","103.88423564310425 1.3192099481045423","No"
"GE1G","BLK 95 & 113 ALJUNIED CRESCENT","33897.2922","33690.8917","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","33690.8917 33897.2922","103.88630883704475 1.320962408767416","No"
"GE2","BLK 120 TO 123 GEYLANG EAST CENTRAL","33733.7656","33357.2852","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","5.40","N","33357.2852 33733.7656","103.88483940328311 1.3179454217838504","No"
"GE3","BLK 124 TO 128 GEYLANG EAST AVE 1","34014.6484","33308.1484","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","33308.1484 34014.6484","103.88736326896576 1.3175009923126009","No"
"GE5","BLK 129-134 GEYLANG EAST AVE 1/2","34037.1328","33202.9687","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","33202.9687 34037.1328","103.88756528216962 1.3165497802675896","No"
"GMLM","BLK 24 GHIM MOH LINK","22713.9209","32338.0954","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","32338.0954 22713.9209","103.7858206208327 1.3087283120092714","No"
"GM1A","BLK 2A GHIM MOH ROAD","22836.9123","32767.7127","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","2","2.15","N","32767.7127 22836.9123","103.78692568583918 1.3126136388646874","No"
"GM1B","BLK 5A GHIM MOH RD","22985.0680","32801.7739","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","2","2.15","N","32801.7739 22985.0680","103.78825693218865 1.3129217007451577","No"
"GM1M","31A GHIM MOH LINK","22552.3566","32407.3317","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","32407.3317 22552.3566","103.78436887624173 1.3093544323655142","No"
"GM2","BLK 7/8/9 GHIM MOH ROAD","22974.2865","32655.7823","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","32655.7823 22974.2865","103.78816007877914 1.3116014028826577","No"
"GM2A","BLK 8A GHIM MOH RD","22874.5952","32575.0244","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","2.15","N","32575.0244 22874.5952","103.78726431710477 1.3108710407309756","No"
"GM3","BLK 19/20 GHIM MOH ROAD","23051.4100","32606.5200","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","32606.5200 23051.4100","103.7888530789707 1.3111559046467387","No"
"GM5","BLK 21 GHIM MOH ROAD","23013.3200","32520.9300","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","32520.9300 23013.3200","103.78851083553377 1.3103818529743179","No"
"GM6A","BLK 13A GHIM MOH RD","23036.9150","32422.5932","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","5","2.15","N","32422.5932 23036.9150","103.7887228637617 1.3094925337172747","No"
"GM6B","BLK 16A GHIM MOH ROAD","22917.7735","32435.7026","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","32435.7026 22917.7735","103.78765231793 1.3096110710678992","No"
"GSM","BLK 2 GEYLANG SERAI","35236.2639","33275.6378","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","7","2.15","N","33275.6378 35236.2639","103.89834009661325 1.317206714246544","No"
"GSML","BLK 2 GEYLANG SERAI","35252.7807","33256.2338","SURFACE CAR PARK","ELECTRONIC PARKING","NO","NO","NO","0","2.15","N","33256.2338 35252.7807","103.89848850385351 1.3170312275382188","No"
"HCM","BLK 104A HENDERSON CRESCENT","26691.3633","30161.6850","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.10","N","30161.6850 26691.3633","103.82155994001748 1.289046047681607","No"
"HDBH","BLK 480 480 LORONG 6 TOA PAYOH","29669.4119","34933.9237","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","3","2.10","Y","34933.9237 29669.4119","103.84831918865608 1.3322044726378663","No"
"HE1","BLK 102/103/104 HENDERSON CRESCENT","26779.8906","30181.1563","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","30181.1563 26779.8906","103.82235539347374 1.2892221428532353","No"
"HE12","BLK 78/81 REDHILL LANE","26367.5806","30069.2434","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","30069.2434 26367.5806","103.81865062406209 1.2882100231321945","No"
"HE14","BLK 115 BUKIT MERAH VIEW","26768.4355","29793.2871","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29793.2871 26768.4355","103.82225247982483 1.2857143895971919","No"
"HE17","BLK 93/96 HENDERSON RD","26561.0277","29871.6493","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29871.6493 26561.0277","103.82038883426773 1.28642306098842","No"
"HE19","ALEXANDRA RD","26627.3867","30326.9473","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","5.40","N","30326.9473 26627.3867","103.82098507674438 1.290540619101066","No"
"HE22","BLK 105 HENDERSON RD","26834.7218","30269.4645","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","2.20","N","30269.4645 26834.7218","103.82284807112997 1.2900207732738616","No"
"HE24","BLK 116 BUKIT MERAH VIEW","26627.4121","29677.5937","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29677.5937 26627.4121","103.82098533323034 1.2846680932595866","No"
"HE3","BLK 116/117 BUKIT MERAH VIEW","26708.2500","29683.2227","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29683.2227 26708.2500","103.82171169354837 1.2847190033879028","No"
"HE4","BLK 121/122 & 127 BUKIT MERAH VIEW","26827.4609","29545.2148","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29545.2148 26827.4609","103.8227828558411 1.2834709130566546","No"
"HE9","BLK 118/119 BUKIT MERAH VIEW","26650.6074","29571.3613","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","29571.3613 26650.6074","103.82119375671991 1.2837073657315157","No"
"HG1","BLK 1,2,6,7 HOUGANG AVE 3","34773.1311","38246.9455","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","38246.9455 34773.1311","103.89417972319173 1.3621655371189594","No"
"HG1A","BLK 470 UPPER SERANGOON CRESCENT","35619.4738","40071.2687","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","40071.2687 35619.4738","103.90178514726769 1.3786638473853428","No"
"HG1B","BLK 475 UPPER SERANGOON CRESCENT","35497.5223","39745.8425","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","39745.8425 35497.5223","103.90068924136003 1.3757208427288266","No"
"HG1C","BLK 476 UPP SERANGOON VIEW","35850.5915","39983.2046","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.15","N","39983.2046 35850.5915","103.90386188508498 1.3778673667872101","No"
"HG1D","BLK 376 HOUGANG ST 32","34765.7308","38421.4154","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.15","N","38421.4154 34765.7308","103.89411326609488 1.3637433814720363","No"
"HG1E","BLK 377 HOUGANG STREET 32","34832.7635","38300.6631","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","5","2.10","N","38300.6631 34832.7635","103.89471557255494 1.3626513259842494","No"
"HG1F","BLK 229 HOUGANG STREET 21","33985.8567","37798.8386","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","6","2.15","N","37798.8386 33985.8567","103.88710544504448 1.3581131891083953","No"
"HG10","BLK 101-108 HOUGANG AVENUE 1","34361.8201","37404.5949","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","37404.5949 34361.8201","103.89048363915774 1.3545477132592358","No"
"HG11","BLK 301-319 HOUGANG AVENUE 5","34862.2295","38666.4192","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38666.4192 34862.2295","103.89498042855224 1.3659590849526213","No"
"HG12","BLK 320-324 HOUGANG AVENUE 5","35216.1904","38747.8164","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38747.8164 35216.1904","103.89816102897977 1.3666951274857735","No"
"HG13","BLK 325/326 HOUGANG AVENUE 7","35261.0156","38873.8796","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38873.8796 35261.0156","103.89856384492994 1.3678351863527218","No"
"HG14","BLK 327-328,332-334,358-363 HOUGANG AVENUE 5","35023.2798","39024.5479","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","5.40","N","39024.5479 35023.2798","103.89642766021035 1.369197833306601","No"
"HG15","BLK 208-210 HOUGANG STREET 21","33942.0874","37892.5664","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","9.99","N","37892.5664 33942.0874","103.8867121677647 1.3589608383409406","No"
"HG16","BLK 211-212 HOUGANG STREET 21","34095.5904","37977.2274","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","9.99","N","37977.2274 34095.5904","103.88809151066688 1.3597264508362628","No"
"HG17","BLK 231/233/235/237 HOUGANG STREET 21","34080.7076","37750.4416","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","37750.4416 34080.7076","103.8879577327893 1.3576754848491717","No"
"HG18","BLK 230/232/234/236/238 HOUGANG AVENUE 1","34191.1758","37792.5508","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","2.40","N","37792.5508 34191.1758","103.88895037055629 1.3580562825007565","No"
"HG19","BLK 138-145 LORONG AH SOO","33618.2651","37216.3433","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","5.40","N","37216.3433 33618.2651","103.88380228416153 1.3528453827430016","No"
"HG2","BLK 15-18 HOUGANG AVE 3","34533.3906","38329.9531","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","38329.9531 34533.3906","103.89202551228584 1.3629162816240894","No"
"HG2A","BLK 473 UPP SERANGOON CRESCENT","35501.0297","39817.8795","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","2","2.15","N","39817.8795 35501.0297","103.90072077615454 1.376372318247324","No"
"HG2B","BLK 933 HOUGANG AVENUE 9","33468.3697","39724.6803","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","14","2.15","N","39724.6803 33468.3697","103.88245583850758 1.3755299072635652","No"
"HG2C","BLK 364 / 365 UPP SERANGOON RD","35112.2965","39125.1711","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","14","2.15","N","39125.1711 35112.2965","103.89722756129119 1.3701078117066359","No"
"HG2D","BLK 581,582 AND 582A BUANGKOK GREEN","33994.2969","40153.4168","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","40153.4168 33994.2969","103.88718176076142 1.3794071424857677","No"
"HG20","BLK 128-137 LORONG AH SOO","33910.4258","36933.0703","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","36933.0703 33910.4258","103.8864274785372 1.3502835072364747","No"
"HG22","BLK 154-157 HOUGANG STREET 11","33243.2373","37175.2101","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37175.2101 33243.2373","103.88043241313824 1.352473457023799","No"
"HG23","BLK 239-246 HOUGANG STREET 22","34480.0781","37732.4375","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37732.4375 34480.0781","103.89154633409036 1.3575125780004997","No"
"HG24","BLK 247-254 HOUGANG AVENUE 3","34496.2494","37985.1602","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","5.00","N","37985.1602 34496.2494","103.89169169862795 1.3597981073399827","No"
"HG26","BLK 335-341 HOUGANG AVENUE 7","35293.1914","39057.5898","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39057.5898 35293.1914","103.89885301179292 1.3694965867905133","No"
"HG29","BLK 351-357 HOUGANG AVENUE 7","35318.5017","39372.2520","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39372.2520 35318.5017","103.89908052009024 1.3723422711738547","No"
"HG3A","BLK 997 BUANGKOK CRESCENT","33282.6779","40818.5609","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","14","2.15","N","40818.5609 33282.6779","103.88078745980043 1.385422602428171","No"
"HG3B","BLK 991 BUANGKOK LINK","33375.8280","40694.4027","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","7","2.15","N","40694.4027 33375.8280","103.88162446141324 1.3842997435333646","No"
"HG3C","BLK 996 BUANGKOK CRESCENT","33418.2290","40968.2736","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","15","2.15","N","40968.2736 33418.2290","103.88200551694186 1.3867765250799968","No"
"HG3D","BLK 998 BUANGKOK CRESCENT","33158.7215","40684.5984","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","40684.5984 33158.7215","103.87967359393343 1.3842111161564576","No"
"HG3E","BLK 993 BUANGKOK LINK","33602.1418","40785.1834","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","40785.1834 33602.1418","103.88365807896534 1.3851206887907679","No"
"HG3L","BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK","33373.4677","40905.5905","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","40905.5905 33373.4677","103.88160329098604 1.3862096500795642","No"
"HG30","BLK 464-468 HOUGANG AVENUE 10","35083.1678","39473.6275","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","2.90","N","39473.6275 35083.1678","103.89696590280192 1.3732591319490575","No"
"HG31","BLK 414-416 HOUGANG AVENUE 10","35011.0401","39719.7005","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39719.7005 35011.0401","103.89631784244227 1.3754845441162995","No"
"HG32","BLK 601-608 HOUGANG AVENUE 4","33869.4973","39265.7089","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39265.7089 33869.4973","103.88606016836792 1.3713790583296173","No"
"HG33","BLK 609-621 HOUGANG AVENUE 8","33681.9766","39065.4219","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39065.4219 33681.9766","103.88437512420153 1.3695677717165766","No"
"HG34","BLK 622-632 HOUGANG AVENUE 8","33362.3594","39106.8477","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39106.8477 33362.3594","103.88150314764592 1.36994247153842","No"
"HG35","BLK 701-702,707-710 HOUGANG AVENUE 2","34192.6367","38725.0781","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38725.0781 34192.6367","103.88896369112064 1.366489722596988","No"
"HG36","BLK 703-706,711-712 HOUGANG AVENUE 2","34041.3045","38684.0320","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38684.0320 34041.3045","103.88760385900281 1.3661185477855309","No"
"HG37","BLKS 501-507 HOUGANG AVENUE 8","34015.3359","39445.9023","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39445.9023 34015.3359","103.88737066764304 1.3730086329161062","No"
"HG38","BLK 508-517,520-533 HOUGANG AVENUE 10","34340.7388","39488.4518","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39488.4518 34340.7388","103.89029465324634 1.3733933668933251","No"
"HG39","HOUGANG SPORTS COMPLEX","33859.2191","39106.9608","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39106.9608 33859.2191","103.88596778014345 1.369943399871844","No"
"HG4","BLK 19-23 HOUGANG AVE 3","34417.4102","38475.2617","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","38475.2617 34417.4102","103.8909833815686 1.3642304254367996","No"
"HG40","BLK 1 TO 32, 37 TO 38 DEFU LANE 10","34539.9612","37136.0181","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","37136.0181 34539.9612","103.89208429293113 1.3521187630291875","No"
"HG41","BLK 633-642 & 647-648 HOUGANG AVENUE 8","33122.7539","39254.3111","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39254.3111 33122.7539","103.87935014972331 1.3712761200039463","No"
"HG42","BLK 643-646/649-662/665-667 HOUGANG AVENUE 8","33575.4429","39573.3197","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39573.3197 33575.4429","103.8834179399384 1.3741610365120853","No"
"HG43","BLK 668-680 HOUGANG AVENUE 8","33674.0721","39346.8732","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","39346.8732 33674.0721","103.8843041505674 1.3721131172452152","No"
"HG44","BLK 681-684 HOUGANG AVENUES 4/8","33899.4880","39516.6851","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","9.99","N","39516.6851 33899.4880","103.88632970593173 1.3736487904344865","No"
"HG45","BLK 685-691 HOUGANG STREET 61","33877.2539","39766.0352","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39766.0352 33877.2539","103.88612996620292 1.3759038270817985","No"
"HG46","BLK 692-698 HOUGANG STREET 61","33969.9570","39760.9531","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39760.9531 33969.9570","103.88696296949873 1.3758578477105823","No"
"HG47","BLK 805 HOUGANG CENTRAL","34748.8960","39244.1710","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","8","1.90","N","39244.1710 34748.8960","103.89396218073183 1.3711840890820386","No"
"HG48","BLK 417-434 HOUGANG AVE 6/8/10","34763.5200","39713.1288","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","9.99","N","39713.1288 34763.5200","103.89409369476046 1.3754251700704976","No"
"HG49","BLK 435-458 HOUGANG AVE 6/8","34837.5859","40085.5664","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","40085.5664 34837.5859","103.8947593163789 1.3787933434188182","No"
